Row,Original Index,Person1,Intelligence1,Determination1,Calmness1,Politeness1,Aggression1,Sophistication1,Incoherence1,Rudeness1,Stupidity1,Articulation1,Unsophistication1,Laziness1,Person2,Intelligence2,Determination2,Calmness2,Politeness2,Aggression2,Sophistication2,Incoherence2,Rudeness2,Stupidity2,Articulation2,Unsophistication2,Laziness2
107,151,"That's a recipe for disaster. A woman that won't shut up or sit down. When is that ever going to getwins? It's less extreme ways.
",,,,,,,,,,,,,"that's a recipe for disaster. A woman that won't shut up or sit down. When is that ever gonna getwins? Its less extreme ways.
",,,,,,,,,,,,
108,152,"We can agree to disagree, but I'm no advocate to any woman thinking it's ok to never shut up and have a seat.
",,,,,,,,,,,,,we can agree 2 disagree. But I'm no advocate to any woman thinking its ok 2 neva shutup and have a seat...,,,,,,,,,,,,
109,153,"I think every Married woman on my timeline is nodding their head...while thesingle ones are not catching it
",,,,,,,,,,,,,"I think every Married woman on my TL is nodding they heads...while thesingle ones aint catching it.
",,,,,,,,,,,,
110,155,"Let DJ come home and tell me all he did was watch videos with a sub and everyonein class doesn't have books. Shit.
",1,2,3,2,4,1,5,5,3,2,4,1,let DJ come home and tell me all he did was watch Videos with a Sub and every 1in class aint got books.sheeid,1,1,2,1,4,1,5,5,4,1,5,5
111,158,"How is that funny? Maybe interaction with you is more immediately satisfying than those causes...wearen't all that self righteous, brother.
",3,2,1,4,3,2,1,5,1,4,3,1,"how is that funny? Maybe interaction with you is more immediatly satisfying that those causes...weall aint self righteous bruh
",2,3,1,4,5,1,1,4,1,4,4,2
112,160,"And that's just one scenario...it's a mile more ...hence why the bases should be..Be a responsible person. Period.
",2,4,2,5,1,2,1,1,1,4,2,1,"and thats just one scenrio....its a mille more...hence why the bases shouldbe ...BE A RESPONSIBLE PERSON..Period
",2,4,1,5,1,3,1,1,1,4,1,1
113,162,"I was showing all types of baby thigh meat in high school. Now her future kidscan't be all fast. It's funny.
",,,,,,,,,,,,,"was showing all types of baby thigh meat in HS now her future kidscan't be alil fast lol
",,,,,,,,,,,,
114,161,"How do you understand an analogy, but yet not understand it at the same time? OK. Let me try this. You're not a dad. Do you think you can speakabout it to dad?
",3,2,5,5,1,4,2,1,2,4,1,1,how do u understand an analogy and not at same time? Ok lemme try this...ur not a dad...do u think u can speakon it 2 a dad?,2,1,3,5,1,3,2,1,1,4,1,1
115,165,"I'm convinced that Jay-z's lack of desire, own finances and style and such made her overlook his camel-face. Women are less shallow.
",,,,,,,,,,,,,"I'm convinced dat Hova lack of thirst, own bread, style nshit made her look over his camelface. Chicks are less shallow...
",,,,,,,,,,,,
116,164,"Attention is a hell of a drug though. And goofy people are raising the priceof it faster than gold.
",2,3,1,4,4,2,1,3,1,4,2,1,"Attn is a helleva drug tho...and goofy mogs is raising the priceof it faster than Gold.
",2,2,2,5,3,2,4,2,4,2,3,1
117,167,"It can pan out though, but that later-in-life leap of faith shit is not the right idea. Date aroundand you will be damaged goods by 34.",,,,,,,,,,,,,It can pan out tho...but dat later in life leap of faith shit is NOT the groove...fuck around andbe damaged goods by 34,,,,,,,,,,,,
118,166,"Repeating the last three words of my questions back to medoes nothing you know, that's funny
",1,1,2,4,1,4,1,1,2,5,1,2,repeating the last 3 words of my questions back to medoes nuthing ya know lol,1,2,2,1,4,1,4,5,5,1,5,2
119,168,"No country for women leaving bread crumbs for the peole theyreally wanted to be with
",3,4,1,2,5,1,5,4,1,4,3,1,"no country for chicks leaving bread crumps for the ppl theyREALLY wanted to be with
",2,4,1,1,4,1,3,5,1,2,5,1
120,169,"Pho craving, Mekong Delta closed Mondays, so I made a faux pho with ramen noodles (all Eddie's has). It's notDelta, but I'm pleasantly surprised
",3,3,5,5,1,2,1,1,1,4,1,3,"Pho craving, Mekong Delta closed Mondays so I made faux pho w/ ramen noodles (all eddies has). It's notDelta, but i'm pleasantly surprised.
",3,3,5,5,1,2,1,1,1,4,2,3
121,172,"There should be an \""En Fuego\"" documentary. What was in that burrito thatmade it taste so good
",2,3,1,5,1,3,1,1,2,4,3,1,"there should be an en fuego documentary. What was in that burrito thatmade it taste so good?
",2,2,1,5,1,3,3,1,1,4,1,2
122,174,"I might need to break out the creamy crack I've been trying sodesparately to stay away from
",2,3,1,4,3,1,3,2,1,3,3,1,"I might need to break out the creamy crack i been trying soodesperately to stay away from
",2,4,1,2,4,1,2,4,2,3,4,2
123,173,"With that being said, what do I want more? A nice body or nice hair? Because it's clear I can't have it all. That's funny.
",3,2,2,5,1,4,1,1,1,4,3,1,"With that being said...what do i want more, a nice body or nice hair, cuz it's clear ican't have it all lol
",3,2,1,5,4,1,1,2,2,4,4,1
124,176,"I just found out that my auntie is barbecuing and my fat ass just ate. I'm headed to go get a rib.
",2,5,1,1,4,2,2,5,3,3,4,1,"Just found out that my auntie BBQ and my fat ass just ate. I'm headed togo get me a rib
",2,3,1,1,4,1,4,5,2,2,5,3
125,177,"I think I'm going to make a trip up to Roosevelt...Just to see if anything changed.
",2,4,2,5,1,2,1,1,1,4,1,1,"I think in going to make a trip up to Roosevelt... Justto see if anything changed
",2,4,3,5,1,2,1,1,1,4,1,1
126,178,"I was a little crank. That's funny. I haven't been getting any sleeplately, but I'm straight now.
",2,1,3,4,1,1,2,1,1,3,4,4,I was a little cranky lol. I haven't been gettin any sleeplately but I'm str8 now,2,3,1,4,2,1,1,2,1,3,4,4
127,180,"Did anyone hear the Momma Dee commercial on 107.5? Why did she say, \""Whenever I'm...In the state of Detroit\""",2,3,1,5,4,1,4,4,5,2,3,1,"Did anybody hear Momma Dee commercial on 107.5.???? Why did she say ""Whenever I'min the State of Detroit""",2,4,1,4,5,1,4,3,2,3,5,1
128,182,"My cousin texted me yesterday and asked me when I was coming back to Florida. I told her soonbecause I need to get the fuck out.
",,,,,,,,,,,,,"My cousin texted me yesterday and asked me when I was coming back to Florida. I told her sooncause I need to gtfo
",,,,,,,,,,,,
129,181,"I'm a full time worker and a full time student...do I really have timefor a boyfriend? Uh no.
",4,5,2,5,1,3,1,1,1,4,1,3,"I'm a full time worker and a full time student.... Do I really have timefor a boyfriend.??? Uhhhhhh.... NO
",3,4,1,4,2,2,2,1,1,5,1,3
130,185,"the message \""I will give you rest\"" must have worked last night. I found a stress ball under a chair in the worship center this morning
",,,,,,,,,,,,,"'s message ""I will give you rest"" must of worked last night - found stress ball under a chair inthe worship center this morning.
",,,,,,,,,,,,
131,184,"Don't miss the kickoff of our new series The Red Letters! Nine and ten thirty this morningat Greater Gresham Baptist Church.
",2,3,1,5,1,2,1,1,1,4,2,1,"Don""t miss the kickoff of our new series The Red Letters! 9 & 10:30 this morningat Greater Gresham Baptist Church",2,4,5,5,1,3,1,1,1,4,2,1
132,186,"Spire installed on New York's One World Trade Center brings it to 1,776 feet, tallest buildingin Western Hemisphere.\"" -- CN",,,,,,,,,,,,,"""Spire installed on New York's One World Trade Center brings it to 1,776 feet, tallest buildingin Western Hemisphere."" -- CNN",,,,,,,,,,,,
133,187,"If you ever have the time to message me back, because everyone says I sound like both of you when I rap. I just want to talk.
",3,4,5,5,1,2,1,1,1,5,2,3,"if you everhave the time to message me back because everyone says I sound like the both of you when Irap just want to talk
",2,3,1,5,1,2,3,1,1,3,3,3
134,189,"Brian, would you consider being in a long distance relationship if you were interested in that person.
",4,4,2,5,1,4,1,1,1,5,2,1,"Brian would you consider being in a long distance relationship if youwere interested in that person
",3,4,2,5,1,2,1,1,1,5,1,2
135,190,"I have been waiting on a new debit card all week! It seems like it goes slower when they know you have money to spend.
",,,,,,,,,,,,,"I been waiting on a new debit card all week! Seem like it goes slower when they knowyou got money to spend
",,,,,,,,,,,,
136,191,"Whenever people lose too much weight too quickly, people automatically think one of two things. They're either smoking or sick. It's funny.
",3,2,2,4,1,4,1,2,1,5,1,1,"Whenever ppl lose too much weight too quick ppl automatically think one of two things. They'reeither smoking or sick lol
",3,1,5,4,1,2,1,1,2,5,3,1
137,192,It's going to be 93 degrees today! We just skipped spring and went straight to summer. Shaking my head.,3,2,1,5,1,4,1,1,1,5,1,2,It's gon' be 93 degrees today! We just skipped Spring andwent straight to Summer smh,3,2,1,5,4,2,1,1,1,4,3,1
138,194,"It's about to storm. They're interrupting the tv shows. You all know my theory. I'm laughing. It must be serious.
",3,3,2,1,2,3,2,1,1,4,2,1,"It's bout to storm. They interrupting the tv shows. Y'all know mytheory. Lol must be serious
",2,3,1,2,4,1,3,3,3,3,4,1
139,193,"I can't just eat pork like I used to. It's been toolong. I get the point.
",3,4,1,5,1,3,1,1,1,4,2,1,"I can't just go eat pork like I used to. It's been toolong. I get the point
",3,4,2,5,1,2,1,1,1,4,3,1
140,196,"I can be a crazy bitch. I'll admit it. But I can alsobe the sweetest person ever.
",3,3,1,1,4,2,1,4,1,5,2,1,"I can be a crazy bitch. I'll admit it. But I can alsobe the sweetest person, ever.
",3,3,2,2,4,2,1,4,1,3,3,1
141,197,"My mind is at peace every night. That means something to many making unsatisfying commitments
",2,2,5,4,1,3,1,1,1,4,1,1,"Mind at peace every nite, that means something to many with themost unsatisfying commitments to make.
",4,5,3,5,1,2,1,1,1,4,1,2
142,201,"One thing, I never was afraid to approach women. There are a lot of single bad chicks out here because niccas cannot speak. It's simple.
",,,,,,,,,,,,,"One thing I never was, was afraid to approach women. It be a lot of single bad chicks out herecause niccas can't speak. Simple.
",,,,,,,,,,,,
143,203,"If that is the only thing necessary so that he is able to be finishedthen it was truly real in the first place
",2,2,3,5,1,4,1,1,1,4,1,1,"If that all it takes for him to be done then it wasFORREAL in the first place
",2,4,1,2,5,2,1,5,1,3,3,1
144,202,"Why does Mother's Day have to be the day after graduation. I can't shine for 48 hours. I'm laughing. Just kidding. I love my mom. I'm laughing my ass off, and being petty",3,4,3,5,4,1,2,3,1,4,2,1,"Why Mother's Day gotta be the day after Graduation I can't shine for 48 hours lol jk Ilove my mama"" lmaoo petty",3,1,2,4,3,2,3,3,1,4,2,1
145,208,"I was like, \""Oh, that's nice. What's that?\"" She was like \""a three piece chickenwing and a biscuit.\"" It was funny.
",3,2,4,5,1,2,1,2,1,4,4,1,"I was like O_o ""oh, that's nice. What's that?"" She was like ""a 3 piece chickenwing and a biscuit"" lmao",3,1,4,5,2,2,2,2,2,4,4,1
146,210,"I think a couple of burnt hot dogs and bratwursts shall be in my near future.
",,,,,,,,,,,,,"I think a couple of burnt hot dogs and brats shallbe in my near future.
",,,,,,,,,,,,
147,212,"Seriously though, we often confuse arguing with debating. I feel that men and women don't debateenough and argue too much.
",,,,,,,,,,,,,"seriously though, we often confuse arguing with debating. I feel that men/women don't debateenough and argue too much.
",,,,,,,,,,,,
148,211,"Yes. But it is my humble opinion. Mos Def \""Thieves of the Night\"" verse is great, too.
",3,2,3,5,1,4,1,1,1,5,2,1,"yes. My humble opinion though. Mos Def ""Thieves of the Night""verse is up there too.
",4,3,2,5,1,4,1,1,1,5,1,1
149,214,"What's the classy ratchet move for this evening? I only brought myratchet personality with me today
",1,1,2,1,4,2,5,4,1,2,4,1,"what's the classy ratchet move for this evening? I only brought myratchet personality with me today
",1,3,1,1,4,1,1,5,2,2,4,2
150,213,"I can't even yell properly. My voice cracks. Shaking my head. Just stick your finger in yournose. That wins most arguments.
",2,4,1,1,5,1,3,5,3,3,4,2,"I can't even yell properly. My voice cracks. Smh"" just stick your finger in yournose. That wins most arguments.
",2,2,1,1,4,1,2,4,2,3,4,1
151,216,"And if she is trying to tell me I'm the only one that's hitting, then what about those African Americans?What about them
",1,1,2,2,4,1,3,5,4,2,4,1,"And If She Trynna Tell Me Im The. Only One Thts Hittin I Say Wht About Them Niggas SheSay Wht About Them Niggas
",1,2,1,1,5,1,4,5,2,1,5,1
152,215,"I don't even want to give her hell. Her jokes are too silly. Your jokes are not funny. Dickhead, no neck ass.
",2,1,1,1,5,1,2,5,3,3,5,1,"I don't even wanna give her hell her jokes too lite"" your jokeslighhhhhht DICKHEAD no neck ass
",2,3,1,1,5,2,3,5,3,2,4,1
153,217,"Paul George isn't that great though\"" You're crazy thatguy is amazing brother lol
",3,1,2,5,3,1,1,4,1,3,1,1,"Paul George ain't bout that life 4real tho"" u crazy thatnigga go hard bro lol",2,3,1,1,4,1,4,4,2,2,4,1
154,218,"Every time they are together she opens her mouth to say \""The Way He Had Me Feeling\"". What the fuck kind of way did you have her feeling?
",,,,,,,,,,,,,"Everytimee They Together She Open Her Mouth To Say ""The Way He Had Me Feeling "" Tf Kindaa Way DidYouu Have Her Feeling ?
",,,,,,,,,,,,
155,219,"Literally though, Leonard is the only player who looks like he can keep up. Theball movement is looking all right.
",,,,,,,,,,,,,"Literally tho,Leonard is the only player who looks like he can keep up, theball movement is looking AOK
",,,,,,,,,,,,
156,220,"Females only like me because I pay them no attention. Apparently you all like that stuff. *Shurgs
",1,2,3,1,4,1,3,5,3,2,5,1,"Females only like me because I pay them no attention apparentlyy'all like that stuff *Shrugs*
",1,2,3,1,4,1,5,5,2,1,5,1
157,221,"Nobody I know is up this early in the morning, so I choosenow to reflect on life.
",,,,,,,,,,,,,"Nobody I know is up thee dearly morning so I choosenow to reflect on life
",,,,,,,,,,,,
158,222,"The fact that we pour ourselves out to Twitter just goes to show you that we really just need to get our problems out, butwe are too afraid to say them.
",3,4,1,3,3,1,1,2,1,4,3,1,"Fact that we pour ourselves out to twitter just goes to show you that we really just need to get our problems out butto afraid to say them
",2,3,1,3,3,1,2,4,2,3,4,2
159,224,"I have been telling you all from day one, Knicks are not that nice, they just havebetter players than most teams.
",3,3,1,1,4,2,1,4,1,4,1,1,"I been telling y'all from day one Knicks are not that nice they just havebetter players than most teams
",2,3,1,3,4,1,1,4,1,3,3,1
160,226,"Lord forgive me. He knows I love my friend dearly, but I do not agree. If youlike it, good for you!
",,,,,,,,,,,,,"Lord Forgive me...he knows I love my friend dearly, but I do not agree. If ulike it, good for u!
",,,,,,,,,,,,
161,229,"You fuck with me, I fuck with you. I will never lie to you. You got to be honest with yourself. That is what makes it that truth.
",3,4,2,1,5,2,1,5,1,4,1,1,"You fuck with me I fuck with you..I will never lie to you..gotts be honest with yaself that'swhat make it tha truth
",2,4,1,1,4,1,3,4,1,3,4,1
162,228,"We have been beating shit lately and we ain't playing around this summer. You all had better get some straps becauseshit is getting real, little brother.
",2,5,1,1,5,2,1,4,1,3,4,1,"We been beatin shit lately & we ain't playin round this summer.""y'all betta get sum straps cuzshit gettin real lil bra
",2,5,1,1,5,1,2,4,1,3,4,1
163,230,"I'm getting MicroBrains in my whole head of hair. It took all night yesterday and it's going to take all day today. Only some will understand.
",2,5,1,3,2,1,4,2,2,4,4,1,"Getting MicroBraids in my head full I hair took all night yesterday and gonna take all daytoday only some will understand
",2,5,1,4,1,2,4,1,1,3,4,5
164,233,"So let's see. That' me, Ken, Wanda, and Aunt Ree. Now who's next? The hate and desire is real.
",1,3,1,1,4,2,1,5,1,3,4,1,"so lets see. Thats me, ken, wanda, aunt ree, now whos next, the hate/thirst is real
",1,3,1,3,5,1,5,5,1,2,5,1
165,236,"It was the wildest field trip since my prison visits in undergrad. I'm going to giveyou the play by play.
",4,5,2,5,1,3,1,1,1,5,1,1,"Wildest field trip since my prison visits in undergrad I'm gon giveyou'll the play by play
",4,5,1,2,2,2,4,3,1,4,2,1
